class,method,descriptor,tier,orig_insn_count,recomp_insn_count,insn_diff,category,description,first_diff_idx,orig_context,recomp_context
zombie/vehicles/AttackVehicleState,isPassengerExposed,(Lzombie/characters/IsoGameCharacter;)Z,FUZZY_COMPUTATION,80,82,2,ORIG_EXTRA_INSN,"Original has extra: ifnonnull, goto",43,   77: aload_1  |    78: invokevirtual #232 | >>>81: ifeq 178 |    84: aload 4 |    86: iload 7,   77: aload_1  |    78: invokevirtual #232 | >>>81: ifeq 175 |    84: aload 4 |    86: iload 7
zombie/vehicles/BaseVehicle,updateTransform,()V,STRUCTURAL,445,443,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'return': 1, 'aload': 1, 'astore': 1}",1,   0: aload_0  | >>>1: getfield #1633 |    4: getfield #1637 |    7: ifnonnull 11,   0: aload_0  | >>>1: getfield #1621 |    4: getfield #1625 |    7: ifnonnull 13
zombie/vehicles/BaseVehicle,setLightbarLightsMode,(I)V,STRUCTURAL,14,15,1,RECOMP_EXTRA_INSN,"Recomp has extra: aload_0, goto",1,   0: aload_0  | >>>1: getfield #279 |    4: iload_1  |    5: invokevirtual #2576,   0: aload_0  | >>>1: getfield #273 |    4: iload_1  |    5: invokevirtual #2566
zombie/vehicles/BaseVehicle,setActiveInBullet,(Z)V,STRUCTURAL,6,6,0,BRANCH_INVERSION_ONLY,1 inversions: #4 ifne->ifeq,1,   0: iload_1  | >>>1: ifne 12 |    4: aload_0  |    5: invokevirtual #1898,   0: iload_1  | >>>1: ifne 11 |    4: aload_0  |    5: invokevirtual #1886
zombie/vehicles/BaseVehicle,addPointConstraint,(Lzombie/characters/IsoPlayer;Lzombie/vehicles/BaseVehicle;Ljava/lang/String;Ljava/lang/String;Ljava/lang/Boolean;)V,STRUCTURAL,189,189,0,ORIG_EXTRA_2,"Original has 2 extra insns: {'astore': 1, 'aload': 21, 'ifnull': 1, 'ifnonnull': 1, 'invokevirtual': 2, 'return': 1}",5,   5: ifnull 75 |    8: aload_1  | >>>9: getfield #5635 |    12: aload_1  |    13: getfield #5636,   5: ifnull 75 |    8: aload_1  | >>>9: getfield #5622 |    12: aload_1  |    13: getfield #5623
zombie/vehicles/BaseVehicle,canAttachTrailer,(Lzombie/vehicles/BaseVehicle;Ljava/lang/String;Ljava/lang/String;Z)Z,STRUCTURAL,135,135,0,ORIG_EXTRA_2,"Original has 2 extra insns: {'astore': 1, 'aload': 7, 'if_icmpeq': 2, 'iconst_0': 4, 'ireturn': 4, 'ifnonnull': 1, 'ifne': 1}",1,   0: aload_0  | >>>1: astore 5 |    3: aload 5 |    5: aload_1 ,   0: aload_0  | >>>1: aload_1  |    2: if_acmpeq 307 |    5: aload_0 
zombie/vehicles/BaseVehicle,checkCollision,(Lzombie/characters/IsoGameCharacter;)Lzombie/vehicles/BaseVehicle$HitVars;,STRUCTURAL,38,36,-2,ORIG_EXTRA_INSN,"Original has extra: goto, areturn, aconst_null",1,   0: aload_1  | >>>1: invokevirtual #5825 |    4: ifeq 44 |    7: aload_0 ,   0: aload_1  | >>>1: invokevirtual #5814 |    4: ifeq 43 |    7: aload_0 
zombie/vehicles/CircleLineIntersect,TEST,(Lorg/joml/Vector3f;FFFFLzombie/core/physics/CarController;)Z,STRUCTURAL,574,572,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'aload': 1, 'astore': 1}",171,   313: invokespecial #277 |    316: dup  | >>>317: astore 22 |    319: invokevirtual #215 |    322: pop ,   313: invokespecial #277 |    316: dup  | >>>317: astore 20 |    319: invokevirtual #215 |    322: pop 
zombie/vehicles/CollideWithObstacles,resolveCollision,(Lzombie/characters/IsoGameCharacter;FFLorg/joml/Vector2f;)Lorg/joml/Vector2f;,STRUCTURAL,927,926,-1,ORIG_EXTRA_INSN,"Original has extra: goto, if_acmpne",3,   2: fload_2  |    3: fload_3  | >>>4: invokevirtual #479 |    7: pop  |    8: aload_1 ,   2: fload_2  |    3: fload_3  | >>>4: invokevirtual #477 |    7: pop  |    8: aload_1 
zombie/vehicles/CollideWithObstacles$CCObjectOutline,setWest,(III[[Lzombie/vehicles/CollideWithObstacles$CCObjectOutline;)V,STRUCTURAL,73,71,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'aload': 1, 'astore': 1}",4,   2: iload_2  |    3: aload_3  | >>>4: invokestatic #59 |    7: astore 4 |    9: aload 4,   2: iload_2  |    3: aload_3  | >>>4: invokestatic #57 |    7: astore 4 |    9: aload 4
zombie/vehicles/CollideWithObstacles$CCObjectOutline,setNorth,(III[[Lzombie/vehicles/CollideWithObstacles$CCObjectOutline;)V,STRUCTURAL,73,71,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'aload': 1, 'astore': 1}",4,   2: iload_2  |    3: aload_3  | >>>4: invokestatic #59 |    7: astore 4 |    9: aload 4,   2: iload_2  |    3: aload_3  | >>>4: invokestatic #57 |    7: astore 4 |    9: aload 4
zombie/vehicles/EditVehicleState,fromLua1,(Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;,STRUCTURAL,51,49,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'astore_3': 1, 'iconst_m1': 1, 'istore': 2, 'aload_3': 2, '28': 1, 'iload': 1, '60': 1}",0,>>>0: aload_1  |    1: astore_3  |    2: iconst_m1 ,>>>0: iconst_m1  |    1: istore_3  |    2: aload_1 
zombie/vehicles/PathFindBehavior2,pathToVehicleSeat,(Lzombie/vehicles/BaseVehicle;I)V,STRUCTURAL,295,295,0,GOTO_RETURN_SWAP,2 goto/return swaps: #174 goto->return; #180 goto->return,147,   326: astore_3  |    327: aload_3  | >>>328: ifnonnull 401 |    331: aload_1  |    332: iload_2 ,   326: astore_3  |    327: aload_3  | >>>328: ifnonnull 405 |    331: aload_1  |    332: iload_2 
zombie/vehicles/PathFindState2,execute,(Lzombie/characters/IsoGameCharacter;)V,STRUCTURAL,93,93,0,GOTO_RETURN_SWAP,3 goto/return swaps: #22 goto->return; #64 goto->return; #76 goto->return,10,   14: aload_3  |    15: getstatic #70 | >>>18: if_acmpne 41 |    21: aload_1  |    22: iconst_m1 ,   14: aload_3  |    15: getstatic #70 | >>>18: if_acmpne 43 |    21: aload_1  |    22: iconst_m1 
zombie/vehicles/PolygonalMap2,findPath,(Lzombie/vehicles/PolygonalMap2$PathFindRequest;Z)Z,FUZZY_COMPUTATION,1620,1616,-4,ORIG_EXTRA_2,"Original has 2 extra insns: {'astore': 2, 'aload': 2, 'goto': 1}",3,   2: istore_3  |    3: aload_1  | >>>4: getfield #459 |    7: instanceof #465 |    10: ifne 17,   2: istore_3  |    3: aload_1  | >>>4: getfield #457 |    7: instanceof #463 |    10: ifne 17
zombie/vehicles/PolygonalMap2,cleanPath,(Ljava/util/ArrayList;Lzombie/vehicles/PolygonalMap2$PathFindRequest;ZZLzombie/vehicles/PolygonalMap2$SearchNode;)V,SORTED_MULTISET,423,424,1,RECOMP_EXTRA_INSN,"Recomp has extra: astore, pop",1,   0: aload_2  | >>>1: getfield #459 |    4: instanceof #614 |    7: ifeq 27,   0: aload_2  | >>>1: getfield #457 |    4: instanceof #612 |    7: ifeq 27
zombie/vehicles/PolygonalMap2$ConnectedRegions,floodFill,(II)V,SORTED_MULTISET,251,252,1,ORIG_EXTRA_INSN,"Original has extra: ifne, return, ifne",6,   6: aload_0  |    7: aload_0  | >>>8: getfield #40 |    11: bipush 10 |    13: imul ,   6: aload_0  |    7: aload_0  | >>>8: getfield #38 |    11: bipush 10 |    13: imul 
zombie/vehicles/PolygonalMap2$LineClearCollideMain,canStandAtOld,(Lzombie/vehicles/PolygonalMap2;FFFLzombie/vehicles/BaseVehicle;I)Z,STRUCTURAL,428,428,0,ORIG_EXTRA_2,"Original has 2 extra insns: {'ifeq': 1, 'ifne': 1, 'goto': 2, 'if_icmpeq': 1}",17,   26: istore 8 |    28: fload_2  | >>>29: ldc #63 |    31: fsub  |    32: f2d ,   26: istore 8 |    28: fload_2  | >>>29: ldc #61 |    31: fsub  |    32: f2d 
zombie/vehicles/PolygonalMap2$LineClearCollideMain,isNotClearOld,(Lzombie/vehicles/PolygonalMap2;FFFFILzombie/vehicles/BaseVehicle;I)Z,STRUCTURAL,1094,1094,0,BRANCH_INVERSION_ONLY,1 inversions: #349 ifne->ifeq,32,   54: iconst_0  |    55: istore 12 | >>>57: getstatic #73 |    60: getfield #79 |    63: fload_2 ,   54: iconst_0  |    55: istore 12 | >>>57: getstatic #71 |    60: getfield #77 |    63: fload_2 
zombie/vehicles/PolygonalMap2$LineClearCollideMain,getCollidepoint,(Lzombie/vehicles/PolygonalMap2;FFFFILzombie/vehicles/BaseVehicle;I)Lzombie/iso/Vector2;,STRUCTURAL,805,805,0,BRANCH_INVERSION_ONLY,1 inversions: #313 ifne->ifeq,35,   59: fload_3  |    60: fsub  | >>>61: fstore 14 |    63: fload 4 |    65: fload_2 ,   59: fload_3  |    60: fsub  | >>>61: fstore 13 |    63: fload 4 |    65: fload_2 
zombie/vehicles/PolygonalMap2$ObjectOutline,setWest,(III[[Lzombie/vehicles/PolygonalMap2$ObjectOutline;)V,STRUCTURAL,73,71,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'aload': 1, 'astore': 1}",4,   2: iload_2  |    3: aload_3  | >>>4: invokestatic #59 |    7: astore 4 |    9: aload 4,   2: iload_2  |    3: aload_3  | >>>4: invokestatic #57 |    7: astore 4 |    9: aload 4
zombie/vehicles/PolygonalMap2$ObjectOutline,setNorth,(III[[Lzombie/vehicles/PolygonalMap2$ObjectOutline;)V,STRUCTURAL,73,71,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'aload': 1, 'astore': 1}",4,   2: iload_2  |    3: aload_3  | >>>4: invokestatic #59 |    7: astore 4 |    9: aload 4,   2: iload_2  |    3: aload_3  | >>>4: invokestatic #57 |    7: astore 4 |    9: aload 4
zombie/vehicles/SurroundVehicle,update,()V,STRUCTURAL,137,136,-1,ORIG_EXTRA_GOTO,Original has 1 extra goto(s),55,   103: getfield #16 |    106: invokevirtual #130 | >>>109: if_icmpge 330 |    112: aload_0  |    113: getfield #16,   103: getfield #16 |    106: invokevirtual #130 | >>>109: if_icmpge 327 |    112: aload_0  |    113: getfield #16
zombie/vehicles/UI3DScene,fromLua1,(Ljava/lang/String;Ljava/lang/Object;)Ljava/lang/Object;,STRUCTURAL,789,789,0,ORIG_EXTRA_2,"Original has 2 extra insns: {'ifeq': 2, '1661': 1, '1691': 1, '1721': 1, '1740': 1, '1952': 1, '1971': 1, '1984': 1, '2003': 1, '2013': 1, '2026': 1, '2059': 1, '2137': 1, 'astore': 1, 'aload': 1, 'dup': 2, '1608': 1, '1644': 1, '1853': 1, '1870': 1, '1912': 1, '1923': 1, '1934': 1}",5,   3: istore 4 |    5: aload_3  | >>>6: invokevirtual #728 |    9: lookupswitch { |    3744723: 747 ,   3: istore 4 |    5: aload_3  | >>>6: invokevirtual #724 |    9: lookupswitch { |    3744723: 747 
zombie/vehicles/UI3DScene,fromLua2,(Ljava/lang/String;Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,STRUCTURAL,998,998,0,COUNT_DIFF_-3,"Instruction count diff=-3, goto diff=-1, return diff=+0",5,   4: istore 5 |    6: aload 4 | >>>8: invokevirtual #728 |    11: lookupswitch { |    407314410: 428 ,   4: istore 5 |    6: aload 4 | >>>8: invokevirtual #724 |    11: lookupswitch { |    407314410: 428 
zombie/vehicles/UI3DScene,fromLua9,(Ljava/lang/String;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;Ljava/lang/Object;)Ljava/lang/Object;,STRUCTURAL,97,95,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'aload_1': 1, 'astore': 1, 'aload': 2, '64': 1}",0,>>>0: aload_1  |    1: astore 11 |    3: iconst_m1 ,>>>0: iconst_m1  |    1: istore 11 |    3: aload_1 
zombie/vehicles/UI3DScene,calcMatrices,(Lorg/joml/Matrix4f;Lorg/joml/Matrix4f;)V,STRUCTURAL,128,127,-1,ORIG_EXTRA_INSN,"Original has extra: fstore_3, fload_3, fstore_3",1,   0: aload_0  | >>>1: invokevirtual #1397 |    4: i2f  |    5: fstore_3 ,   0: aload_0  | >>>1: invokevirtual #1395 |    4: i2f  |    5: fstore 6
zombie/vehicles/UI3DScene,intersect_ray_plane,(Lzombie/vehicles/UI3DScene$Plane;Lzombie/vehicles/UI3DScene$Ray;Lorg/joml/Vector3f;)I,STRUCTURAL,93,93,0,BRANCH_INV_RESTRUCTURED,1 inv + 41 other opcode diffs (block reorder),0,>>>0: invokestatic #519 |    3: aload_1  |    4: getfield #1503,>>>0: invokestatic #517 |    3: aload_1  |    4: getfield #1501
zombie/vehicles/UI3DScene$RotateGizmo,updateTracking,(FF)V,STRUCTURAL,194,194,0,BRANCH_INV_RESTRUCTURED,1 inv + 181 other opcode diffs (block reorder),4,   2: fload_2  |    3: aload_0  | >>>4: getfield #21 |    7: aload_0  |    8: getfield #29,   2: fload_2  |    3: aload_0  | >>>4: getfield #19 |    7: aload_0  |    8: getfield #27
zombie/vehicles/VehicleDBHelper,isPlayerAlive,(Ljava/lang/String;I)Z,SORTED_MULTISET,118,120,2,COUNT_DIFF_+4,"Instruction count diff=+4, goto diff=+0, return diff=+0",54,"   106: aconst_null  |    107: astore 7 | >>>109: aload_3  |    110: aload 6 |    112: invokeinterface #62,  2",   106: aconst_null  |    107: astore 7 | >>>109: iconst_0  |    110: istore 8 |    112: aload_3 
zombie/vehicles/VehicleManager,serverPacket,(Ljava/nio/ByteBuffer;Lzombie/core/raknet/UdpConnection;S)V,FUZZY_COMPUTATION,537,541,4,COUNT_DIFF_+4,"Instruction count diff=+4, goto diff=+0, return diff=+0",1,   0: aload_1  | >>>1: invokevirtual #582 |    4: istore 4 |    6: iload 4,   0: aload_1  | >>>1: invokevirtual #578 |    4: istore 4 |    6: iload 4
zombie/vehicles/VehicleManager,clientReceiveUpdate,(Ljava/nio/ByteBuffer;)V,STRUCTURAL,977,976,-1,ORIG_EXTRA_INSN,"Original has extra: istore_3, istore_3, istore_3",1,   0: aload_1  | >>>1: invokevirtual #585 |    4: istore_2  |    5: getstatic #130,   0: aload_1  | >>>1: invokevirtual #581 |    4: istore_2  |    5: getstatic #128
zombie/vehicles/VehicleManager,clientPacket,(Ljava/nio/ByteBuffer;)V,STRUCTURAL,577,577,0,OPCODE_DIFF,58 opcode differences: #6 696->677; #7 892->869; #8 1030->1003,1,   0: aload_1  | >>>1: invokevirtual #582 |    4: istore_2  |    5: iload_2 ,   0: aload_1  | >>>1: invokevirtual #578 |    4: istore_2  |    5: iload_2 
zombie/vehicles/VehiclesDB2,importPlayersFromOldDB,(Lzombie/vehicles/VehiclesDB2$IImportPlayerFromOldDB;)V,SORTED_MULTISET,141,142,1,RECOMP_EXTRA_INSN,"Recomp has extra: goto, ifeq, goto",8,   15: astore_2  |    16: aload_2  | >>>17: ifnull 27 |    20: aload_2  |    21: getfield #160,   15: astore_2  |    16: aload_2  | >>>17: ifnull 404 |    20: aload_2  |    21: getfield #160
zombie/vehicles/VehiclesDB2$SQLStore,isInDB,(I)Z,SORTED_MULTISET,35,31,-4,BLOCK_REORDER,"Likely block reorder (sim=98.7%), added={}, removed={'iconst_1': 2, 'if_icmpne': 1, 'iconst_0': 1, 'return': 1}",3,"   2: astore_2  |    3: aload_0  | >>>4: getfield #9 |    7: aload_2  |    8: invokeinterface #59,  2","   2: astore_2  |    3: aload_0  | >>>4: getfield #7 |    7: aload_2  |    8: invokeinterface #57,  2"
zombie/vehicles/VehiclesDB2$VehicleBuffer,setBytes,(Ljava/io/InputStream;)V,STRUCTURAL,28,28,0,ORIG_EXTRA_INSN,"Original has extra: goto, aload_2, aload_3",3,   3: dup  |    4: aload_0  | >>>5: getfield #22 |    8: iconst_1  |    9: invokespecial #158,   3: dup  |    4: aload_0  | >>>5: getfield #20 |    8: iconst_1  |    9: invokespecial #158
zombie/vehicles/test_IsQuadranglesAreTransposed,testIsQuadranglesAreTransposed_1,()V,SORTED_MULTISET,68,72,4,OPCODE_DIFF,62 opcode differences: #2 dup->astore_1; #3 iconst_0->aload_1; #4 new->iconst_0,2,   0: iconst_4  |    1: anewarray #7 | >>>4: astore_1  |    5: aload_1  |    6: iconst_0 ,   0: iconst_4  |    1: anewarray #7 | >>>4: dup  |    5: iconst_0  |    6: new #7
zombie/vehicles/test_IsQuadranglesAreTransposed,testIsQuadranglesAreTransposed_2,()V,SORTED_MULTISET,68,72,4,OPCODE_DIFF,62 opcode differences: #2 dup->astore_1; #3 iconst_0->aload_1; #4 new->iconst_0,2,   0: iconst_4  |    1: anewarray #7 | >>>4: astore_1  |    5: aload_1  |    6: iconst_0 ,   0: iconst_4  |    1: anewarray #7 | >>>4: dup  |    5: iconst_0  |    6: new #7
zombie/vehicles/test_IsQuadranglesAreTransposed,testIsQuadranglesAreTransposed_3,()V,SORTED_MULTISET,68,72,4,OPCODE_DIFF,62 opcode differences: #2 dup->astore_1; #3 iconst_0->aload_1; #4 new->iconst_0,2,   0: iconst_4  |    1: anewarray #7 | >>>4: astore_1  |    5: aload_1  |    6: iconst_0 ,   0: iconst_4  |    1: anewarray #7 | >>>4: dup  |    5: iconst_0  |    6: new #7
zombie/vehicles/test_IsQuadranglesAreTransposed,testIsQuadranglesAreTransposed_4,()V,SORTED_MULTISET,68,72,4,OPCODE_DIFF,60 opcode differences: #2 dup->astore_1; #3 iconst_0->aload_1; #4 new->iconst_0,2,   0: iconst_4  |    1: anewarray #7 | >>>4: astore_1  |    5: aload_1  |    6: iconst_0 ,   0: iconst_4  |    1: anewarray #7 | >>>4: dup  |    5: iconst_0  |    6: new #7
zombie/vehicles/test_IsQuadranglesAreTransposed,testIsQuadranglesAreTransposed_5,()V,SORTED_MULTISET,68,72,4,OPCODE_DIFF,62 opcode differences: #2 dup->astore_1; #3 iconst_0->aload_1; #4 new->iconst_0,2,   0: iconst_4  |    1: anewarray #7 | >>>4: astore_1  |    5: aload_1  |    6: iconst_0 ,   0: iconst_4  |    1: anewarray #7 | >>>4: dup  |    5: iconst_0  |    6: new #7
zombie/vehicles/test_IsQuadranglesAreTransposed,testIsQuadranglesAreTransposed_6,()V,SORTED_MULTISET,68,72,4,OPCODE_DIFF,62 opcode differences: #2 dup->astore_1; #3 iconst_0->aload_1; #4 new->iconst_0,2,   0: iconst_4  |    1: anewarray #7 | >>>4: astore_1  |    5: aload_1  |    6: iconst_0 ,   0: iconst_4  |    1: anewarray #7 | >>>4: dup  |    5: iconst_0  |    6: new #7
zombie/vehicles/test_IsQuadranglesAreTransposed,testIsQuadranglesAreTransposed_7,()V,SORTED_MULTISET,68,72,4,OPCODE_DIFF,58 opcode differences: #2 dup->astore_1; #3 iconst_0->aload_1; #4 new->iconst_0,2,   0: iconst_4  |    1: anewarray #7 | >>>4: astore_1  |    5: aload_1  |    6: iconst_0 ,   0: iconst_4  |    1: anewarray #7 | >>>4: dup  |    5: iconst_0  |    6: new #7
zombie/vehicles/test_IsQuadranglesAreTransposed,testIsQuadranglesAreTransposed_8,()V,SORTED_MULTISET,68,72,4,OPCODE_DIFF,62 opcode differences: #2 dup->astore_1; #3 iconst_0->aload_1; #4 new->iconst_0,2,   0: iconst_4  |    1: anewarray #7 | >>>4: astore_1  |    5: aload_1  |    6: iconst_0 ,   0: iconst_4  |    1: anewarray #7 | >>>4: dup  |    5: iconst_0  |    6: new #7
zombie/vehicles/test_IsQuadranglesAreTransposed,testIsQuadranglesAreTransposed_9,()V,SORTED_MULTISET,68,72,4,OPCODE_DIFF,62 opcode differences: #2 dup->astore_1; #3 iconst_0->aload_1; #4 new->iconst_0,2,   0: iconst_4  |    1: anewarray #7 | >>>4: astore_1  |    5: aload_1  |    6: iconst_0 ,   0: iconst_4  |    1: anewarray #7 | >>>4: dup  |    5: iconst_0  |    6: new #7
zombie/vehicles/test_IsQuadranglesAreTransposed,testIsQuadranglesAreTransposed_10,()V,SORTED_MULTISET,68,72,4,OPCODE_DIFF,60 opcode differences: #2 dup->astore_1; #3 iconst_0->aload_1; #4 new->iconst_0,2,   0: iconst_4  |    1: anewarray #7 | >>>4: astore_1  |    5: aload_1  |    6: iconst_0 ,   0: iconst_4  |    1: anewarray #7 | >>>4: dup  |    5: iconst_0  |    6: new #7
zombie/vehicles/test_IsQuadranglesAreTransposed,testIsQuadranglesAreTransposed_11,()V,SORTED_MULTISET,68,72,4,OPCODE_DIFF,58 opcode differences: #2 dup->astore_1; #3 iconst_0->aload_1; #4 new->iconst_0,2,   0: iconst_4  |    1: anewarray #7 | >>>4: astore_1  |    5: aload_1  |    6: iconst_0 ,   0: iconst_4  |    1: anewarray #7 | >>>4: dup  |    5: iconst_0  |    6: new #7
zombie/vehicles/test_IsQuadranglesAreTransposed,testIsQuadranglesAreTransposed_12,()V,SORTED_MULTISET,68,72,4,OPCODE_DIFF,58 opcode differences: #2 dup->astore_1; #3 iconst_0->aload_1; #4 new->iconst_0,2,   0: iconst_4  |    1: anewarray #7 | >>>4: astore_1  |    5: aload_1  |    6: iconst_0 ,   0: iconst_4  |    1: anewarray #7 | >>>4: dup  |    5: iconst_0  |    6: new #7
zombie/vehicles/test_IsQuadranglesAreTransposed,testIsQuadranglesAreTransposed_13,()V,SORTED_MULTISET,54,58,4,OPCODE_DIFF,44 opcode differences: #2 dup->astore_1; #3 iconst_0->aload_1; #4 new->iconst_0,2,   0: iconst_3  |    1: anewarray #7 | >>>4: astore_1  |    5: aload_1  |    6: iconst_0 ,   0: iconst_3  |    1: anewarray #7 | >>>4: dup  |    5: iconst_0  |    6: new #7
zombie/world/DictionaryData,load,()V,SORTED_MULTISET,69,68,-1,ORIG_EXTRA_RETURN,Original has extra return,0,>>>0: invokestatic #291 |    3: invokevirtual #295 |    6: ifeq 10,>>>0: invokestatic #289 |    3: invokevirtual #293 |    6: ifeq 10
zombie/world/logger/WorldDictionaryLogger,saveLog,(Ljava/lang/String;)V,SORTED_MULTISET,96,94,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'ifeq': 2, 'return': 1, 'istore_3': 1, 'iload_3': 2, 'astore_2': 2, 'aload_2': 2, 'goto': 1, 'astore_3': 1, 'aload_3': 2, 'astore': 1, 'aload': 1}",1,   0: getstatic #21 | >>>3: ifeq 7 |    6: return  |    7: iconst_0 ,   0: getstatic #21 | >>>3: ifne 251 |    6: iconst_0  |    7: istore_1 
zombie/worldMap/ImagePyramid,readInfoFile,()V,SORTED_MULTISET,141,145,4,RECOMP_EXTRA_2,"Recomp has 2 extra insns: {'goto': 1, 'aconst_null': 1, 'astore_2': 5, 'astore_3': 2, 'aload_3': 6, 'astore': 2, 'aload': 5, 'aload_2': 8}",2,   0: aload_0  |    1: getfield #50 | >>>4: ifnull 17 |    7: aload_0  |    8: getfield #50,   0: aload_0  |    1: getfield #50 | >>>4: ifnull 329 |    7: aload_0  |    8: getfield #50
zombie/worldMap/StrokeGeometry,createTriangles,(Lzombie/worldMap/StrokeGeometry$Point;Lzombie/worldMap/StrokeGeometry$Point;Lzombie/worldMap/StrokeGeometry$Point;Ljava/util/ArrayList;FLjava/lang/String;F)V,STRUCTURAL,426,424,-2,ORIG_EXTRA_2,"Original has 2 extra insns: {'astore': 1, 'aload_1': 1, 'aload': 3}",255,   481: invokevirtual #69 |    484: pop  | >>>485: goto 824 |    488: aload_3  |    489: aload_0 ,   481: invokevirtual #69 |    484: pop  | >>>485: goto 818 |    488: aload_3  |    489: aload_0 
zombie/worldMap/WorldMapRenderer,intersect_ray_plane,(Lzombie/vehicles/UI3DScene$Plane;Lzombie/vehicles/UI3DScene$Ray;Lorg/joml/Vector3f;)I,STRUCTURAL,93,93,0,BRANCH_INV_RESTRUCTURED,1 inv + 41 other opcode diffs (block reorder),0,>>>0: invokestatic #285 |    3: aload_2  |    4: getfield #548,>>>0: invokestatic #283 |    3: aload_2  |    4: getfield #548
